ntrt=53																																																				
nind=236																																																				
miss=N																																																				
5.3	6	7.3	6.3	7.7	1.1	176.8	11.2	1	0.9	2.3	0.1	163.6	11.6	1	1.3	2.1	0.2	200	13.5	1.5	1	3	3	0.5	0.5	0.5	41	40.7	38.7	32.1	32.2	32.9	53.1	53.1	57.6	12.8	12.8	13.4	62.3	61.8	61.2	8.6	8.5	8.3	98	0.5	0.6	0	12	11	22	3.5
6	4.7	5.7	6	6	N	229.7	12.1	0.9	1.3	2.3	0.4	178.1	11.4	0.9	1.4	2.2	0.3	261	14.1	1.1	1.6	2.6	2.6	0.5	0.5	0.5	45.1	44.7	44.8	45.5	45.5	46.3	59.5	59.5	61.5	17.8	17.8	18.2	63.9	63.2	63.8	9.4	9.3	10.5	228.7	0.8	1.1	0	4	9	9	2.35
4.3	6.3	6.7	6.7	7.7	1.6	217.8	10.6	0.8	1.3	1.5	0.1	184	9.9	0.9	1.3	1.4	0.2	256.4	12.2	0.8	1	2.2	2.2	0.5	0.5	0.5	40.6	40.3	40.8	44.8	44.8	45.9	74.2	74.2	71.3	9.9	9.9	10.2	70.5	69.7	69.5	9.2	9.1	8.6	224.1	0.5	0.5	0	7	17	17	3.22222222
N	N	N	N	N	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	4	7	7	4
5.3	6.3	7.3	7.3	7.7	3.6	119.3	11.5	1.1	1.3	2.1	0.2	147.1	11.1	1.1	1.3	1.8	0.2	135.6	14.8	1.5	2.1	2.8	2.8	0.6	0.6	0.6	42.2	41.8	42.6	53.3	53.1	52.8	72.2	72.2	70.6	17.3	17.3	17.5	65.6	64.3	65.9	10.1	10.1	11.2	103.4	1.2	1.6	1	16	15	15	4
3.7	7	7.3	7.3	7	2.6	104.5	8.9	1.1	0.7	0.8	0.1	69.6	7.5	0.8	0.6	0.9	0.2	114.6	9.4	1.4	0.8	0.8	0.8	0.5	0.5	0.6	53.8	52.9	51.5	59.7	59.6	58.7	67.4	67.4	65.6	20.1	20.1	18.7	65.4	64.7	64.3	9.8	9.8	11.8	154.9	1.6	1.2	1	1	1	1	4
2.7	6.3	6	7	7	1	180.2	11.9	1.4	1.4	2	0.2	185.5	11.9	1	1.3	2.1	0.3	159.2	9.4	1.2	1.1	1.4	1.4	0.4	0.4	0.4	42.3	42	42.7	43.4	43.4	44.5	41.4	41.4	49.1	8.6	8.6	9.6	22.2	23.1	25.8	6.4	6.4	5.8	126.9	0.8	0.6	1	7	14	14	3.0625
N	N	N	N	N	3	164.8	12.5	1	1.7	1.7	0.3	187.1	11.2	1.1	1.6	1.4	0.3	180	15.8	1.4	2.1	2.1	2.1	0.7	0.6	0.6	41.4	40.9	41.7	46.9	46.9	48.4	78.7	78.7	74.9	37.8	37.8	36.9	72.9	72	71.3	11.9	11.6	12.2	147.7	1	1.6	1	8	10	10	3
5.7	7	7.7	7.7	7.7	1.3	63.7	5	0.6	0.1	0.3	0	58.1	4.2	0.6	0.2	0.3	0	93.1	5.5	0.6	0	0.5	0.5	0.4	0.4	0.4	40.2	40.1	41.9	23.1	23.4	28	58.3	58.3	60.1	10	10	10.5	53.6	53.3	54.7	7.8	8	7.6	128	0.8	0.4	0	8	11	11	3.61111111
5.7	7.3	7.7	7.3	7	3.1	40.6	3.5	0.4	0.1	0.2	0	52.8	3.3	0.3	0.1	0.2	0	36.7	3.3	0.2	0	0.2	0.2	0.3	0.4	0.4	30.1	30.6	33.2	25.9	26.1	30.7	51.3	51.3	55	10.1	10.1	10.4	36.9	37.1	38.9	6.8	7	5.5	71.7	0.4	0.4	0	6	12	12	4
3.7	5.7	6.3	6	6	1.8	194.7	9.6	1	1.3	1.4	0	188.6	9.2	0.9	1.3	1.2	0.1	180.8	8.9	0.8	0.9	1.3	1.3	0.3	0.3	0.3	41.2	40.3	41.3	33	32.7	36	66.4	66.4	65.6	6.7	6.7	7.3	41.2	40.6	42.9	7	7.1	5.3	148.6	0.5	0.4	1	29	29	29	2.5
2.7	6	6	6.3	6.3	1.9	126.5	3.9	0.3	0.3	0.4	0.1	204.4	5.7	0.5	0.5	0.7	0.1	101.8	3.7	0.2	0.2	0.3	0.3	0.3	0.3	0.3	28.6	29.1	32.7	35	35	36.4	42	42	49.2	8.8	8.8	9.5	37.2	37.4	39.9	6.4	6.7	3.5	17.5	0.2	0.8	0	5	8	8	3.3
3.3	6	7.7	8	8	4	211.3	13.9	1.3	1.6	2.8	0.5	203.6	12.5	0.8	1.5	2.5	0.4	227.9	16	1.4	2.2	3.3	3.3	0.5	0.5	0.5	55.4	54.5	53	56.9	56.8	55.9	70.8	70.8	69.5	20.2	20.2	20.6	66.5	65.8	65.8	10.6	10.4	12.3	199.3	1.1	1.7	1	4	13	13	4
4	6	6.7	6.7	6.7	3	261.2	10	0.5	0.9	1.7	0.4	205.5	11.2	1	1.1	1.9	0.3	261.3	8.2	0.1	0.6	1.1	1.1	0.4	0.4	0.4	19.6	20.2	24.2	25.2	25.4	28.1	30	30	40.4	19.8	19.8	19.6	26.7	27.6	30.8	5.7	5.9	4.5	234.4	-0.2	0	1	19	23	23	3.5
2	5.3	7.3	7.7	7.7	3.7	185.1	12.1	0.6	1.3	2.6	0.3	189.1	12.2	0.8	1.4	2.5	0.3	231.4	13.3	0.6	1.5	2.9	2.9	0.5	0.6	0.6	31.2	31.6	33.6	45.7	45.7	47	67.3	67.3	66.6	16.4	16.4	16.9	48.9	48.9	49.9	8.8	8.6	9.7	199.1	0.3	1	0	17	22	21	3.66666667
6	6	7.7	7.3	7.3	2.4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	13	20	20	4
3.7	6.7	8	8	7	3.6	167.1	13.8	0.9	2.2	3	0.4	163.5	13	0.6	1.9	2.9	0.4	132.8	11.4	1.1	2.3	2.8	2.8	0.4	0.4	0.4	49	47.4	47.6	58.1	57.9	56.8	56.3	56.3	58.4	6.4	6.4	7.2	23.5	24.5	24.5	7.2	7.1	7.8	100.5	0.8	1.8	1	16	14	15	3.25
N	N	N	N	N	4	240.2	10.6	1.2	2	1.5	0.1	192.1	9.5	1	1.5	1.3	0.1	249.1	11.6	1.4	2.3	1.7	1.7	0.4	0.4	0.4	47.6	46.9	46.6	53.6	53.4	54	69.8	69.8	67.6	8.8	8.8	9.4	43.6	43.4	44.5	8.6	8.5	8.1	216.8	1	1.8	0	8	11	10	3.55555556
3.3	5.7	7	7	6.7	2.7	79.4	5.7	0.7	0.1	0.4	0	77.7	6	0.8	0.4	0.6	0	94.3	5.2	0.4	0.2	0.4	0.4	0.4	0.4	0.4	25.9	26.6	30.3	27.5	27.7	31.8	50	50	54.3	9.7	9.7	10.2	44.1	44.2	46	6.8	7.1	7.4	129.3	0.6	0.7	1	4	15	15	4
N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	6	4	9	3.625
N	N	N	N	N	4.1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	5	7	7	4
4	4.3	5.7	5.7	6	3.2	152.4	6.6	0.2	0.4	1.1	0.1	131.8	7.4	0.2	0.7	1.2	0.3	159.2	6.2	0.1	0.4	0.9	0.9	0.5	0.5	0.5	35.6	35.8	37.9	25.4	25.5	27	46	46	47.2	6.5	6.5	6.2	36.7	36.7	35.6	6.9	6.8	7.6	126.5	0.3	1	1	6	26	25	4
N	N	N	N	N	1.7	27.9	2.4	0.3	0.1	0	0	32.5	2.6	0.4	0	0	0	29.3	3.1	0.1	0	0	0	0.4	0.4	0.4	27.4	27.9	31.6	36.2	36.2	39.3	53.6	53.6	57.6	11.5	11.5	12	48.9	48.7	50.2	7.4	7.6	5.3	64.2	0.3	0.4	0	12	10	10	3.55555556
4	6.7	8	8	8	2.8	33.8	3.5	0.2	0.2	0.3	0	43.5	3.4	0.3	0.1	0.2	0	30.8	3.2	0.1	0.1	0.3	0.3	0.4	0.5	0.5	26.4	27.3	30.4	38.2	38.3	40.8	54.1	54.1	57.7	10.4	10.4	11	38.6	39.2	40.7	7.3	7.4	5.4	65.8	0.3	0.5	1	4	12	12	3.61111111
1.3	4.7	5.7	7.3	7.3	3.7	176.4	10.8	0.4	1.3	2.1	0.2	178.9	11.8	0.7	1.5	2.5	0.2	158.3	9.6	0.2	0.9	1.7	1.7	0.3	0.3	0.3	23	23.7	26.6	27.5	27.8	30.6	35.6	35.6	42.8	9.6	9.6	10.3	34.8	35.3	36.2	6.1	6	6.1	126.1	-0.2	0.4	1	7	7	14	4
2.7	4.7	5.3	5.7	5.7	2	97.3	3.8	0.6	0.1	0.3	0	158.1	4.7	0.5	0.3	0.5	0.1	53.3	3.3	0.4	0	0.1	0.1	0.2	0.2	0.3	36.7	36.6	39.1	27.1	27.2	29.8	41.5	41.5	48.9	8.7	8.7	9.3	38.4	38.7	42.7	6.4	6.8	3.7	-1.2	0.4	0.5	0	18	22	22	2.77777778
1.3	7.3	6.7	6.7	7.3	3.4	131.7	9.7	1	1.2	1.4	0.1	117.7	8.8	0.8	0.8	1.2	0.1	136.5	10.3	0.9	1.4	1.5	1.5	0.4	0.4	0.5	34.7	35	35	46.3	46.4	46.7	65.7	65.7	64.5	11.4	11.4	10.7	54.2	54.1	55.1	9.1	8.9	12.6	176.3	1.1	1.8	1	5	11	11	4
N	N	N	N	N	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	6	14	14	4
N	N	N	N	N	2.4	192.3	11.2	1.1	1.3	1.7	0.2	193.4	11.2	1.1	1.6	1.5	0.3	213.2	13.5	1.3	1.7	2.5	2.5	0.6	0.6	0.6	44.3	43.8	44	56	55.8	55.9	81.5	81.5	77.2	12.6	12.6	12.9	63.3	62.3	63.2	9.9	9.8	9.9	180.9	0.9	1.2	0	10	16	16	3.65
6	6.7	7	7	7	1.9	163.9	10.1	0.8	0.9	1.3	0.4	191.3	10.6	1	1.1	1.5	0.3	175.7	9.4	0.6	0.7	0.9	0.9	0.6	0.5	0.5	25.9	26.5	29.7	27.9	28.1	30.9	37.7	37.7	42.6	34.3	34.3	31.5	44.5	44.4	46.1	7.3	7.3	5.5	154.2	0.3	0	0	18	20	20	3.22222222
N	N	N	N	N	3.6	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	4	11	11	4
4.5	6.7	8	8	8	2.3	215.4	12.8	1.2	1.4	2.2	0.3	184.2	10.6	1	1.4	1.6	0.2	218.8	12.3	1.1	1.2	2	2	0.5	0.5	0.5	48.1	47.5	47.3	59.4	59.1	57.8	61.5	61.5	62.2	23.7	23.7	22.7	52.5	52.5	53.7	8.9	8.8	8.7	186.5	0.7	0.7	1	19	19	18	3
N	N	N	N	N	3.3	168.5	13	0.5	1.1	2.9	0.3	176.6	12.9	0.9	1.5	2.6	0.2	184	13.5	0.7	1.5	3	3	0.7	0.7	0.6	33.3	33.6	35.5	44.6	44.6	46.3	66.2	66.2	65.7	22.2	22.2	22	46.3	46.4	47.6	8.8	8.7	9.9	151.7	0.4	1	1	10	9	9	4
4	6.3	6.7	6.7	6.7	2.4	152.5	9.5	0.7	1	1.5	0.2	182.3	11.1	0.9	1.4	1.6	0.2	141.3	8.7	0.6	0.7	1.5	1.5	0.5	0.5	0.4	31.1	31.2	33.2	34.4	34.4	36.1	50	50	53.1	12.2	12.2	12.2	34.2	34.8	36.2	6.6	6.5	5.1	109	0.2	0.1	0	15	14	14	3.625
2	6	5.3	6	6.3	2.4	193.9	13	0.8	1.2	2.6	0.4	195.1	12.5	1	1.3	2.3	0.3	181.3	13	0.9	1.1	2.5	2.5	0.5	0.5	0.5	38.7	38.4	40	45	44.9	46.1	71.6	71.6	70.4	15.6	15.6	15.9	63.2	62.7	63.7	8.7	8.6	9.3	152.6	0.6	0.5	1	8	12	12	3.5
6	6	6.7	7.7	8	4	41.9	4.3	0.5	0.2	0.3	0	55.5	4.8	0.6	0.3	0.4	0	40.7	5	0.7	0.2	0.4	0.4	0.3	0.4	0.4	42.2	41.9	43.4	41.8	41.9	44	69.3	69.3	67.9	10	10	10.5	46.8	46.8	48.4	7.6	7.8	7.2	75.7	0.9	0.6	1	5	13	13	4
2.7	5.3	6.3	6.3	6.7	3.1	34.7	2.9	0.3	0	0	0.1	29.7	3.1	0.3	0.1	0.1	0	26	2.2	0.1	0	0.2	0.2	0.4	0.4	0.4	26.8	27.5	30.9	34.5	34.6	37.8	65	65	64.9	11.1	11.1	11.7	27.3	28.1	30.5	6.8	7.1	4.3	61	0.3	0.4	0	1	1	1	4
N	N	N	N	N	3.5	182.4	5.9	0.6	0.8	0.7	0.3	162.2	6.5	0.6	0.5	0.9	0.2	217	7.5	0.8	1.6	1	1	0.7	0.7	0.7	35	35.1	37.6	68.8	68.5	65.5	66.5	66.5	68.3	22.1	22.1	21.7	33.7	34.2	36	8.8	8.9	7.7	156.6	0.8	2.1	0	2	3	3	4
N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	1	1	1	N
2	5.7	6.7	6.7	7	2.9	92.4	3	0.3	0	0.3	0	164.5	3.9	0.5	0.2	0.3	0	68.6	2.7	0.3	0	0.2	0.2	0.1	0.2	0.2	30.7	31	34.3	23.8	23.9	26.7	43.9	43.9	51.5	7.7	7.7	8.5	27.3	27.9	31.1	5.8	6.2	2.6	-5.8	0.4	0.6	1	16	15	15	3.27777778
4.3	8	8	8	8	3.1	186.7	12	1	1.5	1.7	0.4	188.3	11.2	1	1.5	1.6	0.3	204.2	12.3	1.1	1.7	1.6	1.6	0.6	0.6	0.6	37.2	36.9	38.3	50.5	50.4	51.7	62	62	63	28.8	28.8	28.4	57.5	57.2	58.5	9.3	9.3	8.6	175.5	0.8	1.1	0	14	14	14	4
4	6	7	7	7.3	3.4	208.9	9.4	1.3	1.4	1.2	0.1	193.2	9.3	1.2	1.4	1.1	0.1	284.2	11.7	1.1	1.7	1.6	1.6	0.4	0.4	0.4	33	33	35.1	45.9	45.9	46.8	73.7	73.7	69.7	10.1	10.1	11.2	61.8	60.5	59.8	9	8.8	8.2	251.9	0.7	1.2	1	12	12	22	4
N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	3	5	5	N
N	N	N	N	N	0.3	49.7	3.7	0.4	0.3	0.4	0	84.1	5.6	0.6	0.4	0.6	0	27.6	2.7	0.3	0.4	0.1	0.1	0.2	0.3	0.3	24	24.7	28.2	44.1	44.1	46.3	30	30	38.6	8.8	8.8	9.1	11.6	12.7	14.4	5	5.2	4.9	62.5	0.5	0.9	0	4	9	9	1.28571429
6	8	6.7	6.7	7.3	3.4	179.5	5.9	0.5	0.5	0.8	0.1	165.7	6	0.5	0.5	0.8	0.1	164.2	5	0.3	0.4	0.8	0.8	0.4	0.4	0.5	27.8	28.2	31.5	32.8	32.8	35.4	59.4	59.4	61.2	17.9	17.9	17.9	33.4	33.6	35.3	7.2	7.5	5.5	117.3	0.3	0.9	0	3	3	3	4
5.7	6	6.3	6.7	6.7	3.6	228.2	9.6	1.1	1.5	1.3	0	191	8.8	1	1.3	1.1	0.1	236.3	11.8	1.2	2.3	1.5	1.5	0.4	0.4	0.4	44.3	43.6	43.8	58.4	58.1	57.9	74.2	74.2	71.2	9.7	9.7	10.4	53.9	53.7	54	9.2	9.1	8.3	204	0.9	1.8	0	3	23	19	4
4.3	6.3	7.3	7.7	7.3	3	246.7	10.9	0.9	1.5	1.8	0	193.5	9	0.9	1.3	1.2	0.1	250.4	10.9	0.7	1.9	1.5	1.5	0.3	0.3	0.3	31.4	31.6	33.3	65.7	65.5	64.2	64.1	64.1	63.5	6.4	6.4	7	52.1	52	53.1	8.5	8.4	7.3	218.2	0.4	1.4	1	4	15	15	3.42857143
4	7.7	8	7.7	7.7	3.4	68.7	5.9	0.8	0.6	0.6	0	70.1	6.2	0.7	0.5	0.7	0.1	76.8	6.5	0.9	0.6	0.7	0.7	0.4	0.5	0.5	44.7	44.4	45.1	36	36.1	39.2	61.1	61.1	62.1	15	15	14.8	43.9	44	45.7	8	8.2	8.7	111.8	1.1	1	1	3	3	3	3.41666667
0	6	6.7	6.7	4.3	1.9	42.3	4.6	0.6	0.2	0.3	0.1	45.1	3.7	0.4	0.1	0.2	0	55.3	4.5	0.7	0.1	0.3	0.3	0.4	0.4	0.5	49	48	48.5	38.8	38.8	41.4	55.3	55.3	58.4	17.1	17.1	16.8	38.1	38.6	40.4	7.9	8	6.7	90.3	0.9	0.5	0	1	1	1	2.375
2	5.7	5.7	5.7	6	3	38.6	4.9	0.5	0.2	0.3	0	45	4.5	0.6	0.2	0.3	0	34.8	4.2	0.3	0.1	0.3	0.3	0.4	0.4	0.4	29.8	30.3	33.6	39.3	39.4	41.9	56.4	56.4	59.1	10.7	10.7	11.2	46.7	46.8	48.3	7.4	7.6	6.4	69.7	0.5	0.5	1	8	7	7	3.5
2.3	6	7.3	7.7	7.7	3.2	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	1	1	1	4
2	6	5.7	4.3	5	1.1	238.8	7	0.5	0.2	1.2	0.2	175.3	5.9	0.6	0.4	0.7	0.2	249.2	6.6	0.5	0	1.2	1.2	0.7	0.6	0.6	30.8	31.4	34.2	24.7	24.8	27.5	68.9	68.9	70.3	19.7	19.7	19.8	51.9	51	53.2	8.1	8.5	6.6	175.7	0.5	0.6	1	3	9	9	2.9
2.7	6.3	7	7.3	7.3	2.6	84.8	8.7	0.8	0.7	1.1	0.2	72.7	6	0.6	0.4	0.6	0.1	98.9	10.1	1.1	0.7	1.4	1.4	0.4	0.5	0.5	47.7	47.1	46.9	54.9	54.9	55.7	79.6	79.6	75.6	20.9	20.9	19.2	69.3	68.5	68.5	10.2	10.2	12.3	133.8	1.3	1.1	0	4	6	6	2.9
1.3	5.7	6.3	6.7	6.7	2.6	110.5	6.5	0.9	0.7	1	0	76	6.4	0.6	0.5	0.8	0.1	128.6	6.9	1	1	1.1	1.1	0.5	0.5	0.5	44.6	44.2	44.3	51.1	51.1	52	67.5	67.5	66.2	9.8	9.8	10.1	34.8	35.2	37.2	8.2	8.2	9.1	163.5	1.2	1.4	1	4	8	8	4
2	6	6	6	6.3	2.6	51.2	4.6	0.6	0.2	0.4	0	54.8	4.9	0.5	0.3	0.4	0	46.3	4.2	0.5	0.1	0.4	0.4	0.4	0.4	0.4	33.6	33.5	36.5	31.9	32.1	35.7	57.8	57.8	59.9	10	10	10.5	39.4	39.4	41.6	6.9	7.2	6.4	81.2	0.6	0.5	1	6	6	8	3.65
3.3	6.7	6.7	7.3	7	N	182.3	9.5	1.2	1	1.4	0.1	153	10.3	1.1	1.2	1.7	0.1	166.4	6.4	1	0.5	0.6	0.6	0.4	0.4	0.4	33.1	32.8	35.2	22.3	22.5	24.9	33.4	33.4	43.6	7.4	7.4	8.2	18.5	20.3	22	5.3	5.3	2.8	134.1	0.7	0	1	3	10	10	N
N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	8	8	N
N	N	N	N	N	4	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	2	2	4
4.7	7	7	7	7	2.4	98.7	2.9	0.4	0.1	0.1	0.1	155.1	6	0.6	0.4	0.9	0.1	101.7	2.3	0.2	0	0	0	0.3	0.3	0.3	26.7	27.1	31	28.6	28.7	32	30.5	30.5	41.6	9.4	9.4	10.4	29.7	30.2	31.6	5.6	6	2.5	37.3	0.2	0.5	0	4	10	10	3.16666667
5.3	5.3	5.3	5.7	5.7	2.2	194	13.3	0.9	1.8	2.8	0.2	170.5	12.3	0.8	1.6	2.6	0.3	171.5	10.6	0.2	0.9	2.5	2.5	0.4	0.4	0.4	20.7	21.4	24.9	29.4	29.5	32.3	46.1	46.1	51.3	7.6	7.6	8.4	43.2	43	44.3	6.7	6.7	7	139.2	-0.1	0.4	0	4	6	5	4
3.3	6	7.3	7.7	7.8	3	229.4	6.1	0.6	1.1	0.9	0.1	195.5	6.6	0.6	0.5	0.9	0.2	234	6.6	0.7	1.1	0.9	0.9	0.6	0.6	0.6	34.1	34.8	37	71	70.8	68	64.5	64.5	67.6	12.2	12.2	12.7	36.2	37	38.7	8.6	8.7	6.4	149.7	0.7	1.7	0	3	8	8	4
